Id,ProductId,UserId,ProfileName,Score,Text
42,B000HKYP9A,AEIAXBIMAO9T0,"Heidi ""Hydez54""",4,"This product is amazing. I know a few people with little ones that use these and they LOVE them!! Super easy to clean and use. When ordering these, I was under the impression that there were 2 per package...FYI-they're not!! Only one per..."
43,B00067AD4U,A2OB1BFAEPAYBM,R. C. Wilkins,5,I ordered these for my coffee themed wedding. When they arrived I had to fight off friends because they smelled and tasted so good. I literally had to hide the box to the wedding! They were a big hit on my wedding day and there were none left over that we put on the tables. It was a great tasting product for the lowest price I've seen!
44,B00067AD4U,A3GT3KCGY9EYF4,Siri J,5,"""These are delicious! The chocolate is excellent and the espresso bean was the perfect roast for this purpose. Crunchy and not bitter.""<a href=""http://www.amazon.com/gp/product/B00067AD4U"">Chocolate Covered Espresso Beans 5 Pounds</a>"
45,B00067AD4U,A2LYOWC3FC73XK,"Michael Ekstrum ""expresso bean fan""",5,"The product was exactly as advertised and fresh.  Unfortunately, I keep them in a candy dish in the office and they are going fast.  We need to reorder to keep up with ""demand"""
46,B00067AD4U,A7DSY3M6P6RG3,taza052007,5,"These chocolate covered espresso beans are wonderful!  The chocolate is very dark and rich and the ""bean"" inside is a very delightful blend of flavors with just enough caffine to really give it a zing."
47,B0029OWDAU,A1DTDSL1J6C05F,"Heartsinohio ""Heartsinohio""",5,"Popchips are so good.  I have been following Weight Watchers and lost 50 pounds and am at my goal.  These Popchips are my salty crunchy indulgence.  They taste so  good,"
48,B000SEJ84M,A19Y7MSOR2J7XP,G. Macleod,5,"I've purchased dozens of bags of this pancake mix (which is a great product, by the way).  This is the highest price I've seen.  Whole Foods carries this item and it's been on sale there for $9.99 (that's Canadian dollars, too, as I'm in Canada).  It's even cheaper on Baker's Box's own website, and they're the company selling this product through Amazon. For a two-pack they should be charging $20 or less.  What gives?  I thought Amazon was where you could find competitive prices."
49,B001LMNXFA,ATBV3QRAVD2PJ,"Michelle L. West ""Paisleymll""",5,"The Sugar was sweet, that can not be denied.  As advertised, It didn't melt when baked either.  However, it will not do for your Liege Waffles/Gaufres what the larger pebbles of Belgian pearl will do.  These grains are smaller, think pretzel salt, or seed pearls."
50,B001LMNXFA,A226DRVTNFWM28,"Proud Mom of Two ""Bigounets""",5,"That's exactly what I was looking for to bake some chouquettes (puffs with small sugar pearls on top). Works great, yum!!"
51,B002J2DO8W,ASIAOU4JW8LUG,K. Gohokar,5,This is what I was looking for and was missing it. The taste is exactly the taste as the one made in India so just loved it and remember my days back in India. Definitely recommend it.
52,B000U9V5AU,A2VOVLKP603R1T,D. J. Brown,5,"I bought this strawberry extract hoping to spruce up a strawberry wine that ended up with less flavor than I'd original expected. (A common problem in some fruit wines.)<br /><br />This is, indeed, good strawberry flavor!  Just add to your sugary concoction (be it a baking good, a dessert or a drink) to either give strawberry flavor (or add to existing flavor), and presto, just about everyone will be licking their lips (and maybe fingers).<br /><br />For those interested, I found the right addition to a liquid volume to be 4 oz of extract per 1 gallon of liquid."
53,B001SB099M,A2XADCFYDXH7IV,Thomas A. Johnson,4,"Great stuff and dependable, especially when there are a million brands ""out there"" to choose from.  I love the stuff.  For really high end desires, I go with the Apollo Olive Oils from California.  But I buy a whole lot more of this stuff and will buy it again and again."
54,B0041QJSJS,A1KZUXE70GYNGO,talonmedic,4,"I hadn't tried (or heard of) till recently Weavers not it's my favorite. I am running through the list of types they have looking for a favorite and haven't found one yet, they're all so darned smooth. No bite, no after taste, a little pricy but still worth it. No worse price wise than starbucks or peets. Will keep running through the list here and see what happens. Love them all so far."
55,B0041QJSJS,A221AFCU6AE0QO,Sarah Bowman,5,"Having always been a strict Peet's Coffee lover, I was reticent to switch brands but Weaver's won my heart!! The taste is clean and strong, the ethos is correct (organic, baby) and even the packaging is very zen and appropriate. Be still my caffeinated heart!"
56,B0041QJSJS,A2BAVWMHL130WY,Bruce L. Ishimatsu,5,"Go ahead and drink the other brands served at your neighborhood cafe if you must but make sure you have a stash of Weaver's Peru Organic Whole Bean at home to serve up to your friends and family who deserve the best coffee.  And when you go back to that corner cafe where people drink average coffee because they don't know better, take along a travel mug filled with Weaver's coffee from home and enjoy a real Cup of Joe.  Er, Weaver's."
57,B0041QJSJS,A20B2BU1ZPY9AW,Mr Coffee,1,"A very bitter tasting coffee even when enhanced with cream and/or honey. Definately not my cup of coffee. Oh, did i say it was bitter?"
58,B0041QJSJS,A2T68P9I05KBFT,Rusy,5,"Im learning that Latin American and South American coffees have this distinct ""coffee"" caramelish finish.  As a Peets Coffee fanatics we learned that Weavers roaster was the roaster for Peet's and we are hooked !  I already reviewd the French and Organic blend, but I must say this coffee here is a perfect afternoon drink.<br />Met the weavers team at the Warner Brothers party and they gave me a half a pound of french roast.  Since them we are fans.<br />You wont be dissapointed !"
59,B00437JI8Q,A2SLZMD0UYRT5X,cat's food,5,"I like eating these whenever I need an energy boost.<br />It has everything that I am searching for in a, ""To Go Snack"".<br />Fiber plus Chocolate is never a bad thing!!!"
60,B00437JI8Q,A3UM3M6WSUN5BR,S. Smith,5,These are my favorite bars ever. The combo of raisons and dark choc is wonderful! Very filling! These are hard to find in the stores. I'm thankful for subsrcibe and save!
61,B00437JI8Q,A4TLHOUT1PHTL,Alison,5,"My fiance loves these dark chocolate and nut granola bars and all the grocery stores around us don't carry them anymore!  Once again, Amazon came through and he couldn't be happier."
62,B00437JI8Q,A3DKCBKDEO2GS3,Moviegeek,5,"I was buying Quaker Oats granola bars but these Nature Valley chewy bars are better tasting, they make a great snack when I'm on the go. Chocolate, peanuts and raisins...it doesn't get any better."
63,B00437JI8Q,A1J87LOAYSMHO9,"P. Parchman ""Savvy Shopper""",5,"Hard to get husband to eat breakfast before school.  He takes two bars now and is very happy to do so.  It is often hard to find flavor in local grocery stores.  So again, Amazon.com came through with a reasonable price.  Now, I came keep the husband's breakfast ready as he runs out the door in the mornings.  I often like to have a bar in the evening as a night snack."
64,B002O3VHXU,A1OIMIM4FHT4IG,"Jerry Perkins ""Nevada Perky""",4,"""Nantucket Blend coffee is one of my favorites.  I was suprised that it was a single box.  every time I ordered before it was a 2 pack.  My fault for not reading closer.  I will not order any more at this price for 1 (24 count)"
65,B0018DQFPC,A13HTFH4ZY0NCE,NatalieVee,5,"I was pleasantly surprised to find this item had been delivered the day after my order, my speediest delivery to date. It probably helps my location is near. Everything looks just as described and pictured and I'm very happy to have done business with this seller. The Gingerbread house was carefully packaged as not to harm the fragile pieces inside. I'm excited to give this item as a gift."
66,B0018DQFPC,AAX6FRNBEU9PK,"Susan Clinton ""gammer""",4,"These cookies were fun to paint but not too tasty to eat!<br />The kids did not really care much, but it might have been<br />more fun if they could have eaten them.<br /><br />They really had fun coloring them!"
67,B0018DQFPC,A3111G3DOYIV2A,BB,2,"I was disappointed in this product because I thought it would be bigger.<br />Also, it did not come with enough icing. I had to use my own."
68,B0018DQFPC,A3JO81AUCLO2U7,Sara_Aiden,2,"The whole idea of a Spongebob Ginger Bread Pineapple is really great, but the sticker that says ""Use By"" Has a 10 JN 16 date on it. If thats 2010- this is not good! I think it would be fun to make and a cute decoration, but my son is going to want to eat it.  The least the seller could do is to check the expiration date! Its right on the front of the box! Not happy at all!!!"
69,B000UZMJZO,A2V71J7J3DTB5B,Vehred,1,"This tea carries the flavor one would expect from the smell: terrible.  It invigorates like a puncture wound, and the only revival is that, after drinking, you discover that you are still alive.<br /><br />Well, one tea bag was enough for me.  My mother-in-law said, ""Oh, that smells kind of like wine.""  Okay, kind of like wine, with a hint of rot and a moldy aftertaste.  If she likes it, she can have the whole box."
70,B000UZMJZO,A31WPNRPB608EC,"D. Clark ""Auroresand""",1,"If it were possible to give this product zero stars, I would have done so.  I am a huge fan of Twinings teas, and was very excited to try this new blend.  After arriving home from the grocery, I immediately started the kettle to enjoy a cup while prepping dinner.  Between sorting, washing, and chopping items, the hot water was added to the bag to steep.  Preparation continued, until a distinctly off odor hit me.  I thought one of my ingredients must be rancid!  I hunted around for almost four minutes before I realized it was the tea.  Even after cleaning up, and airing out the kitchen, my roommate later came in and asked about the smell.  Save your money to purchase ANY other Twinings product."
71,B000UZMJZO,A1KG9W0FX5STMR,Emiliy Marino,4,"This tea is the best tea i've ever had. i first tasted it in norway, and had to find it in the states. i have it every morning."
72,B000UZMJZO,AZ3FPU1QSFBC6,annifree,5,"I love the aroma and the taste of the fruit and vanilla combo, and the addition of ginseng for an added energy boost rounds this tea out nicely for me. It's a sweet tea, which makes it a wonderful healthy alternative to desert after dinner.<br /><br />I see that others didn't like it, but it's really a matter of personal taste...different courses for different horses!"
73,B00285FF6O,A2S244KFX0745K,Alan Edward Creager,5,"The best chocolate in the world, in this critic's humble opinion, is made in the United States. And the best chocolate in the United States is made in California, by the Ghirardelli Chocolate Company. It is surely the best chocolate that one can find in so many stores, malls, etc. throughout the United States. Their actual stores are rare, but Kroger, Wal-Mart, Martin's (formerly Ukrops) and a long list of other grocery stores and many malls stock their products.<br /><br />I have never encountered milk chocolates with caramel filling to surpass the quality of these. These are chocolates deserving of poetry. You can eat them quickly, or take your time and savor every moment of eating every one. The choice is up to you."
74,B00285FF6O,A2FOXRMJA0T9M7,kupres,5,This is a good quality brand of chocolate with many flavours of which this is just one. Very tasty and a fast delivery too
75,B00285FF6O,ARXORJX86X1J2,Yvette Mendoza,5,"My mother and father were the recipient of these wonderful pieces of chocolate heaven.  They didn't believe they deserved receiving these, but I know they did deserve to receive these!"
76,B00285FF6O,A372X206KVOQWQ,"Isehara ""isehara2""",5,"This is the best caramel/chocolate combination I have ever tasted. The caramel is liquid and complements the Ghiradelli chocolate perfectly. Do not try this brew if you are attempting to lose weight - you will end up an addict like me.<br />  The Ghiradelli product is far better than the Caramello/Hershey product in every way. The Caramello chocolate lacks the refined taste of the Ghiradelli squares, and the Caramello caramel is harder and not as sublime in taste. Comparing the two is like comparing Warren Buffett to myself in terms of wealth. Unfortunately I am the Caramello bar in this regard.<br />  At the very least try the Ghiradelli."
77,B00285FF6O,A1O4VI7N94CK4L,SpencerMom,3,"Of course, we all know how delicious Ghirardelli chocolate is!!!! Unfortunately, after I purchased two of these gift bags online, I found them in a local store for half the price. Lesson learned???!!!"
78,B00285FF6O,AJTSE4IPHREL4,Aaron De Leon,5,This chocolate treat is a great gift and it arrived right when I expected it to. I gave it to my girlfriend as a surprise gift and she absolutely loved it.
79,B00285FF6O,AQ9M45GUGWJ9N,Susan C. Fowler,5,the first time i ordered this it came all melted but amazon was quick to remedy the situation by sending me another of the product and it was great thank you
80,B00285FF6O,AXXCSX5J1YGEH,Jelly,3,Are people really paying 10 bucks for these chocolates??? ummmm go to any grocery store and by them for 2.98 a bag..wow
81,B0067R3Q9M,A35RALTOLCAJLH,"Marie C. Majumdar ""Catherine""",5,Low calorie and satisfying. These soups are a nice fill in when you don't want too much but don't want to be hungry for a few hours.
82,B004S0AQHA,A3AV5XEJ25KVF4,"Castlecat ""castlecat""",3,"This was really a disappointment. While the products included are fine, the real disappointment was the travel mug. It is a cheap plastic cup with the nutritional information for the cookies on it! So it is basically just a cookie package! Yeah, that is really what I want to use as a travel mug. I agree with the review that it looks like it came from a dollar store. The product description says the polka dot tumbler is ""definitely a keeper."" What? It is simply cheap packaging! Not something of quality to enjoy. Had I known that I would not have purchased the set. I really was looking forward to using the cute looking mug on a daily basis. I like the products inside and the basket is OK, but really this what not what it appeared to be."
83,B004S0AQHA,A1JYQTN8CN3CY2,JC in ABQ,3,"It looks pretty, but the contents are very minute and seem to not be of very high quality. There's a plastic cup for the tea that looks like it came from a dollar store. The basket is nice, though."
84,B004S0AQHA,A3R66N9FR8HMJ7,Kdpsnake,5,Purchased this as a gift for my mother when it was a lightning deal.  She was very happy and loved the basket.  She enjoyed the cookies and the flavors of tea that were included.  Shipped quick and arrived when expected.
85,B004S0AQHA,A1ZYO3FOEXVCJS,Catherine Odegard,5,"Received very quickly and extremely well packaged.  Since this is a smaller sized basket, it would be an adorable present for anyone who likes tea, for self or just to have to hand.  Very nicely assembled with attention to detail."
86,B0030C9A60,A3BH49ZKESHDID,Fred Camfield,5,"These small chocolate cups are a specialty party item that I have never been able to find in the past when I wanted them.  Amazon now provides a link.  They can be used for what are commonly called ""jello shots,"" and provide a solid edible alternative to small paper cups."
87,B0030C9A60,A23WVMQ6J7BZ61,B. Rickerd,5,I bought these chocolate liquor cups for a party! It was a big hit. They are high quality and a good buy.
88,B0030C9A60,A22SF4XQI6LLUS,"Michael Mcadams ""Scout collector""",5,Great for serving Chocolate liquor. Adds a touch of class to your event and elevates you to host supreme. Being able to eat the cup afterwards is just icing on the cake.
89,B0030C9A60,A30MMUR0DMHYCG,M. Veenstra,5,"Delicious chocolate cups, each in its own aluminum holder.  I could not find these in any local store, so was happy to find them on-line.<br />Most people are unaware of them, so they are impressed when I serve them a little cordial or other liquor in a chocolate cup.  After sipping the<br />liquor, you can eat the cup.  What could be nicer?  Excellent product."
90,B0030C9A60,APNMGFU73W7ZC,Sharon Knibbe,5,The holiday liquor cups were exactly what I was looking for.  The chocolate is<br />delicious and holds up well to the liquors
91,B004ET7MG8,AH7LB9HXLYL25,william,4,"strawberry twist has a long-lasting pleasant flavor SWEET-but, not excessively so. delivery is timely and price is just right. Supieror to other TRIDENT flavors! Though, SPEARMINT isn't bad either. My next pick would be blueberry"
92,B004ET7MG8,A3OXHLG6DIBRW8,"C. F. Hill ""CFH""",2,"Trident ""Strawberry Twist"" sugarless gum is very disappointing, both in taste and consistency. The strawberry flavor is very artificial tasting and, though I guess it is a good thing, not very long lasting. The gum also gets ""stringy"" fairly quickly.<br /><br />I chew a lot of gum, but will not be buying this flavor again.<br /><br />Not Recommended!<br /><br />CFH"
93,B004ET7MG8,A33VG37SOTA0YS,Daxvieor,3,"Besides that mentioned in the title, the only other remarks I have about it is the price is hard to beat, the taste is akin to a Flintstone strawberry vitamin (for those of you that have tasted them), and taste lasts for not very long.  I'd say, on a scale of 1 to 10 with 10 lasting an extraordinary amount of time this would be a 3.  Also, the taste really diminishes to a subdued sweet after a very short amount of time."
94,B004ET7MG8,AI7W7S3IK45KV,"Young Professional ""Becca P""",5,I love this flavor and I cant find it on the shelves anymore. The gum tasted fresh which is actually way better than when I used to buy it in stores!
95,B004ET7MG8,A3THFR9NVPSUIP,D. S. MD,5,"If some other yahoo deems it ok to give give a suck review to this stuff because he doesn't like the taste, I feel I must assert that in this -as in all matters of taste- ""De Gustibus Non Disputandem Est"".<br /><br />I really love this gum. OK it doesn't really taste like strawberry, but it's still delicious. It has a wonderfully smooth consistency about halfway through, but then it gets tired, stuff, and squeaky.<br /><br />You'll forgive the squeaks perhaps when you find, as I did, that this stuff is a wonderful dietetic aid. By obsessively chewing this product I filled my gut with odorless room air and so helped me lose 25# in 3 months.<br /><br />Also, it doesn't lose its flavor on the bedpost overnight."
96,B003AO5DLO,A26HBK5Y0EL8XQ,"R. Fauvelle ""wintering texan""",5,BEST DOG FOOD ON THE MARKET TODAY.  HAD NUMEROUS EAR PROBLEMS WITH OUR COCKER SPANIEL AND THEY HAVE CLEARED UP SINCE TAKING THIS FOOD.
97,B003AO5DLO,A1O82ZI2GB22WZ,"T. Cammarata ""TLC""",5,"My father could no longer take care of his beloved 6 year old Cocker Spaniel, so I decided to take her into my family. When I brought her to NYC she had ear and eye discharge. She was also  slightly overweight. After a check up with a vet that ruled out infection, I decided to try Royal Canin based on the numerous good reviews.Within a week her ear and eye problems were gone and she dropped a good amount of weight. This is going to be the only food that we will be feeding her!"
98,B003AO5DLO,A228Q0U7S4D88X,Harley Quinn,5,"Our Spaniel has tried several foods in her 6 years, and this is the only one she will eat by itself without any ""people food"" being added (of course, we still treat her occasionally).  When we went in for our 12 month tooth-cleaning appointment, the vet told us to take her home as her teeth didn't need any cleaning for another 6 months, at least.  It is specially designed for their teeth and health needs, and she loves it.  And it is actually cheaper here than at the fancy pet store!  What more could you ask?"
99,B003AO5DLO,A3BEO6VFOO8FRB,AggieSpaniel,5,"Royal Canin was recommended for my dog, but since this line of dog food is specific to breed, it was difficult to find in stores.  PetsMart and Petco carried the Cocker Spaniel formula but only in smaller bags which is much more expensive on a per ounce ratio.  Finding a larger bag has been a great deal.  My cocker loves the food too!"
100,B003AO5DLO,A30QZ7UKDUJHBB,"Olga Kochar ""Olga Kochar""",5,This is food especially designed for Cocker spaniels who have a range of health issues...I have been using this product with three of my dogs and all of them are very happy with it. It also is packaged very well and as a result stays fresh for a long period of time. Great product!
101,B003AO5DLO,A20HTVL7JE0JG2,Reginald H. Arthur,5,"I tired many different dog foods over the 3 yrs I have my cocker spaniel. I then came upon this breed specific dog food & figured I'd try it. My dog loves this food and always finishes his food. I've used this for over 1 yr now & he has not tired of it. I have seen a significant change (for the better) in him, he's more active and doing well.<br /><br />I only buy this brand food for him now.<br /><br />Buster gives it 2 paws up & I give it 5 stars."
102,B003AO5DLO,A36D2ED3Q81YEQ,Atheenas,4,"I bought this for my one year old Cocker. However all the dogs love it. All their coats look better, they all shed less, eat less, use the bathroom less, my Cocker used to have this one chronic ear since the time I have had her as a puppy that it just gave her problems. It seems to have cleared up, no more smell. Her eyes give her less problems. And my 7yr old Yorkie he eats less, he used to throw up all the time had the most sensitive tummy. Our black lab mix, hot spots and she would just lick her fur off. All these great changes in a matter of a month.  I do mix it roughly 50/50 with Naturals dog food blend.  They are doing great.<br /><br />Sept 2012<br />I love this breed specific food, however I just went to place my next bi-monthly order and I am shocked at the price hike in just over a month!  I paid<br />$41.79 on Aug 3 for a 25lb bag and here it is Sept 20Th and the price has is now $53.94, a difference of $12.15 in price!  This is a huge amount to go up considering that I am assuming this is a price gouge; due to the speculation over crops :( I will look to my local vet for this product. I can get a large bag now less at Petco as well with the discounts they offer. They will order a larger bag if you ask."
103,B003AO5DLO,A1DYP6HZQ3AGZU,hnryan,5,"fast and great service, my Cavashon Loves this low fat dog food. Thanks. Arrived in great condition, thank you thank you thank you"
104,B003AO5DLO,A1SCDZZWN02VVN,Mickey &amp; Moose,5,"We are Chocolate Moose & Mickey Moose,<br /><br />Our nice owner bought this great food for us.  We love it very much, I have gained 5 lbs. because I eat all of Mickey's food when he isn't looking!  Our skin and fur is much better now too.  :)"
105,B003AO5DLO,A3IQFDK2A3APGE,SH,5,My 7 year old Cocker Spaniel loves this food and it's good for him -- he needs to lose a few pounds and this is doing the trick.  Glad I found it on Amazon.  Hard to find elsewhere.
106,B0007NG56I,A1HHS1SELWW6NY,Clancey,5,"My 50lb bag of oatmeal seemed like way too much, but as time went on I found more and more uses for it. I have so many recipes that I make weekly that I'm running out! This is a very high quality oatmeal and much cheaper and better than anything I've found in the grocery store."
